id,label,width,height,aspect_ratio,file_size_bytes,quant_hash,quant_mean,mean_r,mean_g,mean_b,std_r,std_g,std_b
003367a09e7f45fabb5ac418d0d13e45,0,1585,1000,1.585,289163,421,36.234375,213.93042,208.43335,207.4961,43.299778,43.908096,46.887646
0035029da23748c3af3ce3a92d5c6285,0,1387,875,1.5851428571428572,235082,421,36.234375,205.83911,195.24023,187.89966,41.988,39.893726,41.28671
00376fca239b412b86af444f0961e5d3,1,1584,1000,1.584,254478,421,36.234375,204.9602,190.59424,171.60425,42.51696,43.054646,40.66213
003771910b5240c7a0d8a766b668eddf,1,1387,875,1.5851428571428572,236143,421,36.234375,205.78394,195.14966,187.67212,38.649845,37.414078,39.298916
003866e570cd42e5b664e6ac7f30065e,1,1585,1000,1.585,296637,421,36.234375,216.0354,209.41772,208.09644,37.30224,40.06445,43.969906
003882302bb74b9eb230d11616554c60,1,1387,875,1.5851428571428572,235090,421,36.234375,207.80396,196.20898,188.2456,35.557796,35.537518,38.763206
00388c0ed03c4844b68171e94664997a,0,1000,630,1.5873015873015872,121384,421,36.234375,179.60547,185.74878,185.75806,49.00644,50.710598,52.283443
003a66e496564d75b85c1edb1727dcef,0,1387,875,1.5851428571428572,233035,421,36.234375,208.74707,198.08838,190.29199,34.74727,33.005104,35.9431
003a949d762448bdaa419a5f0c732fcc,1,1387,875,1.5851428571428572,237819,421,36.234375,203.91919,192.12207,184.45703,45.15193,45.73956,47.372795
003b4ce7068d4d72b92fa467c73342dd,1,1585,1000,1.585,291989,421,36.234375,213.82886,208.3147,207.39209,44.113995,44.67809,47.595104
003bd38e927b4c5f9758228d359b67da,0,1585,1000,1.585,244720,421,36.234375,206.3628,196.2107,186.1355,54.31934,52.355385,50.170547
003d2467b7dc4b08b937bb4a3723aa28,0,1585,1000,1.585,244093,421,36.234375,209.17505,196.23242,178.52441,50.690193,52.906826,63.151867
003e49e4c274469bbfd55b4e708e142f,0,1585,1000,1.585,238557,421,36.234375,213.06396,197.99316,182.22998,45.795933,51.015015,57.986813
003eb5b9bd07497d88ae109fd13f3476,0,1584,1000,1.584,252891,421,36.234375,200.66528,187.69385,169.46509,48.486805,47.705498,44.06171
003f03a9eeb34b31a279671254903b86,1,1585,1000,1.585,292206,421,36.234375,214.09448,208.58643,207.77197,42.123684,42.969463,45.857246
003f475f85264aba8b18c5b51f2f8c75,0,1585,1000,1.585,289559,421,36.234375,213.62573,208.13062,207.177,44.094753,44.560017,47.486385
0043a9a8be7d42d7ba2dc5a0d2526d3f,1,1000,630,1.5873015873015872,128124,421,36.234375,180.12524,185.92456,186.45483,46.763844,49.743725,51.052647
0043d295c2ca4b9892a8b3a2ef66137c,1,1584,1000,1.584,253818,421,36.234375,203.64355,190.12549,171.2207,46.275818,44.90064,41.65746
00454e8be1c54521ae97e48fd369867e,0,1585,1000,1.585,287936,421,36.234375,214.19116,208.75317,207.91064,43.34099,43.85928,46.674614
00479c4ba3904e90a463b982ffbfd920,0,1585,1000,1.585,295127,421,36.234375,216.7981,211.18677,210.34912,35.48391,36.993725,40.37918
0047ee6207a74a959f89586f0d992c28,0,1387,875,1.5851428571428572,236667,421,36.234375,205.47559,194.43945,187.11401,39.199497,38.57372,40.077713
0048b7426a614d70b9be34d45959abb3,0,1387,875,1.5851428571428572,236112,421,36.234375,203.90796,192.91016,185.17065,43.8192,42.240322,44.03615
00496975d345468fb18b8d6a28e79d19,1,1387,875,1.5851428571428572,227643,421,36.234375,204.85254,194.17407,186.23022,43.70211,42.06061,44.115086
0049f25c5512416385b0ced6a7f15f11,0,1585,1000,1.585,239131,421,36.234375,208.10547,197.69263,187.88306,52.53992,50.8073,47.96646
004bd2d07f9e4299822329c7a8a75d52,0,1584,1000,1.584,248820,421,36.234375,200.7456,187.67358,169.08813,49.470955,48.65126,45.103504
004c16c759114c35b96a842ea1d0cd18,0,1000,630,1.5873015873015872,131117,421,36.234375,181.78442,187.81519,187.95728,44.51717,46.456482,48.09403
004eedfc2dad48b2a4b3f7c2eea1c654,1,1000,630,1.5873015873015872,120259,421,36.234375,179.9082,185.8064,186.0979,48.343403,51.010925,52.33575
004f508ce2e84c3185cf408975936918,1,1387,875,1.5851428571428572,235791,421,36.234375,206.54932,194.78467,186.62329,39.498016,39.675663,42.538498
0051c08a6847411489e81cae19862237,0,1585,1000,1.585,233774,421,36.234375,212.656,200.89746,183.13696,48.25667,47.79513,59.00006
0051c9fd8b4a4a9da1e36230922d6546,1,1387,875,1.5851428571428572,224385,421,36.234375,205.719,194.30493,186.03662,41.838024,41.053127,43.94961
00528cb2aae9466d93840894c66d9319,1,1584,1000,1.584,251750,421,36.234375,198.50317,185.11157,165.81177,50.76577,50.20446,46.483196
00533113f1e54c0cb2720c284341fbba,0,1387,875,1.5851428571428572,234668,421,36.234375,205.38086,194.90088,187.67139,42.186977,40.26514,41.18198
00533e85742b4b5884e4606d2d6467b0,0,1387,875,1.5851428571428572,233254,421,36.234375,206.36206,195.22559,187.97778,37.59535,37.832993,39.362625
0053a74384304b54952a5cbc6ad42ba9,0,1585,1000,1.585,289522,421,36.234375,217.2561,211.78418,210.85376,36.534016,37.793774,41.3123
0055741e18684cb6984f84c89242ca6d,0,1000,630,1.5873015873015872,127289,421,36.234375,182.07617,188.42188,188.77173,45.612923,47.081303,48.175423
005593907f3e4f8884e1ccc8bebf8bcf,0,1000,630,1.5873015873015872,121026,421,36.234375,181.00488,187.0437,187.32251,46.712875,48.88252,50.076893
00582d19696c47438fc12dcf956099f7,1,1387,875,1.5851428571428572,233211,421,36.234375,202.86523,191.55884,184.0669,47.25526,46.818268,47.807793
0058c05ee8854cd781cd608a87fc58ab,0,1585,1000,1.585,236015,421,36.234375,208.85547,199.81006,189.63745,53.306194,49.506313,46.967987
0058ca1372874ebba003ee5498313205,1,1585,1000,1.585,244830,421,36.234375,208.40918,197.33325,185.32935,55.260303,53.367588,53.612465
005a504b49954fce8214486834f2dd27,0,1585,1000,1.585,231893,421,36.234375,214.7937,201.13428,185.5625,45.12106,47.662987,54.53945
005ad1e539104c678b10757f454fdce3,1,1000,630,1.5873015873015872,107180,421,36.234375,179.69507,185.42847,185.5752,51.421005,54.12382,55.520508
005c4f7742584f669b62548f9180b9f0,1,1584,1000,1.584,244963,421,36.234375,200.1687,186.05933,167.3916,50.237606,49.698513,46.531044
005ce15067a640e98ca7c6e1baa73a97,0,1585,1000,1.585,233014,421,36.234375,207.16382,196.75049,186.5874,57.542377,55.56752,53.115894
005cfa58e81447079b7f16787ce44d26,0,1584,1000,1.584,249238,421,36.234375,205.16968,192.43872,173.62305,43.10996,42.47532,40.08264
005df6d8bc834e118c85ee2b3c20ef87,0,1387,875,1.5851428571428572,233837,421,36.234375,210.64478,199.18213,191.24194,31.533016,30.757486,34.144917
005fa269947c4007bd83eebdff801dfb,0,1000,630,1.5873015873015872,117714,421,36.234375,182.34229,188.3977,188.86963,45.191513,46.87196,47.871803
0061aae6738c4c9c9fa5df6f776010f9,0,1000,630,1.5873015873015872,108631,421,36.234375,182.64795,188.67383,188.94604,48.217625,49.798927,51.06074
0062679fb4c94bc68ed910edb6337baf,0,1585,1000,1.585,296433,421,36.234375,211.8877,206.20215,205.27002,45.095936,45.615715,48.449287
00628474321c4eb499d45773b9dc70d1,0,1387,875,1.5851428571428572,238390,421,36.234375,204.99048,194.15063,186.75464,39.559975,38.68748,40.381084
00647f8bd3b14115a45edba0ebdcdf5f,0,1584,1000,1.584,251686,421,36.234375,201.39429,188.95752,170.7456,47.097984,46.814262,43.556877
006490c90a134e3f80d3b69b439e5874,0,1585,1000,1.585,293055,421,36.234375,213.07886,207.50586,206.68555,44.770256,45.527924,48.261806
0064ecced47341118be6de10386556fb,0,1584,1000,1.584,247227,421,36.234375,205.71362,193.02856,174.34277,42.097046,41.932964,39.884754
006677b6ef0a47b08323cda621d4dc9b,0,1000,630,1.5873015873015872,123225,421,36.234375,179.17188,185.27881,185.48926,48.85381,51.110863,52.37173
0068c52c2d3347de933d01f5176eaa91,0,1387,875,1.5851428571428572,233233,421,36.234375,206.41748,195.32153,187.54883,40.38182,39.62521,41.594315
00693354050f4d6cab596948454e1056,0,1585,1000,1.585,294269,421,36.234375,216.99634,211.49097,210.66235,36.451054,37.665054,40.968784
0069d50e2cdd442ea0d7e7b91cbb81d8,1,1387,875,1.5851428571428572,234585,421,36.234375,208.5332,197.32642,189.48633,33.388485,32.71008,36.37487
006a5eee03074ca191c327f0cf1f31c2,0,1585,1000,1.585,231189,421,36.234375,209.38867,199.40259,188.64111,54.100964,51.734035,49.68538
006b12b2031845159f9118d664add4b6,0,1584,1000,1.584,253960,421,36.234375,203.20776,189.86426,170.91626,44.32822,44.69113,42.49452
006cef5c5af5442cb17c3d449719b056,1,1000,630,1.5873015873015872,124349,421,36.234375,178.19385,184.30981,184.61206,50.04054,52.192684,53.38673
006e6d2816644f888c101d629625fab7,1,1584,1000,1.584,247966,421,36.234375,202.03564,187.84888,168.20288,46.13338,46.50915,43.773415
006f3865bdd840c1b18b6928c4518dfb,1,1584,1000,1.584,264754,421,36.234375,199.83398,185.78735,167.07544,48.474934,48.8573,45.323357
00717842e6b543198024f0e4cfa6b688,1,1000,630,1.5873015873015872,115125,421,36.234375,178.35303,184.13818,184.17017,53.580353,55.63218,56.84555
0071854a464843308ea85e12c32d6ae6,1,1584,1000,1.584,261860,421,36.234375,199.30737,185.53345,166.86133,49.486122,48.263077,44.810863
0071cc169576422b8da7ecdb5617ff8c,1,1000,630,1.5873015873015872,121696,421,36.234375,181.4895,187.65112,188.0625,46.342205,48.07788,49.267036
0074506d5d6a4ab78bf5c8376bf08581,1,1584,1000,1.584,248287,421,36.234375,206.56738,191.5581,172.09668,43.146217,43.642498,41.320877
007691ed6e524e1eac01a070529bf636,0,1387,875,1.5851428571428572,233667,421,36.234375,206.51025,195.49658,187.70483,38.170475,37.944515,40.71183
00779ef9cc4a47fb9024cc935a143625,0,1585,1000,1.585,236329,421,36.234375,213.89966,199.33936,184.39233,44.72492,48.98125,55.032303
0079720ff54b44af9ecc760a7bd2c77f,1,1585,1000,1.585,291165,421,36.234375,214.33179,208.8584,208.03174,43.065186,43.720604,46.532547
007adeae3a67412fbd1592bbe793e399,0,1000,630,1.5873015873015872,125999,421,36.234375,180.13306,186.64551,187.13452,47.8917,49.96142,51.066788
007d8044416a4feab2831b032b3e5174,0,1585,1000,1.585,289241,421,36.234375,215.62085,210.18872,209.34473,39.126423,39.866802,42.973747
007f9ca0b35f4b93bdb62caa98f31952,0,1585,1000,1.585,239030,421,36.234375,208.41187,197.62402,187.49219,53.766403,52.260075,49.805603
00803f3be14c45fca48632e9cd0d52ca,0,1585,1000,1.585,237243,421,36.234375,207.71436,196.6499,187.28271,54.68014,54.01078,50.2818
008040751161456b88a3d623a11ca35d,0,1000,630,1.5873015873015872,107184,421,36.234375,178.79077,185.1875,185.64429,52.771786,54.399857,55.33205
0080ad0a337741d5a29c13e34c45141d,1,1387,875,1.5851428571428572,234260,421,36.234375,209.73193,198.09741,189.97437,33.170155,33.060825,36.715733
0081dbf651c64e5e950ae01dd251f258,0,1585,1000,1.585,238462,421,36.234375,209.82642,197.98071,180.65527,51.494064,51.584484,60.85807
00838e85e0294960bcd709f5ada28192,1,1585,1000,1.585,238773,421,36.234375,205.84082,193.56421,178.39844,59.01729,59.280636,63.43851
0083eb0d1584400199b4631ac04c753b,1,1585,1000,1.585,294659,421,36.234375,212.13257,206.65186,205.71924,44.87766,45.188503,48.016254
00845e28af9e43efb61ed1d7ecc17e92,1,1585,1000,1.585,239366,421,36.234375,212.71289,197.80713,183.15356,50.20951,52.34185,57.63738
00858661042340e8a66ead32aee7fe66,1,1585,1000,1.585,291563,421,36.234375,214.06104,208.58057,207.66113,41.61878,42.305286,45.397076
0087741223c845f9b7e59310c2fbc862,1,1585,1000,1.585,292753,421,36.234375,214.28662,208.771,207.83008,41.0199,41.725487,44.851868
008793db4be143fca05515a163a5c201,0,1000,630,1.5873015873015872,124465,421,36.234375,180.83838,186.34741,186.4331,46.36504,49.312393,50.801735
00883ae25960446abcfe724b61f3c365,1,1585,1000,1.585,228710,421,36.234375,209.91675,198.87598,187.42358,55.396576,53.56804,54.007195
008891be1f864186b51f356f95c8a866,0,1387,875,1.5851428571428572,235260,421,36.234375,205.36572,193.96729,186.19604,40.894,40.09662,42.03081
008a1c152b00461bac28e6cb91b63a35,0,1584,1000,1.584,259787,421,36.234375,203.4126,190.71484,172.31836,42.93199,42.87911,40.361332
008a1c4d589e4045b943dd85e63d1bd5,1,1584,1000,1.584,255194,421,36.234375,201.93604,187.86743,169.38354,47.396233,48.17919,44.541397
008acfc43a244c91bc925933bec3685a,0,1585,1000,1.585,291878,421,36.234375,211.87524,206.29199,205.38135,45.096912,45.520878,48.319195
008ada7f204c40edba6096769d255e32,0,1585,1000,1.585,234855,421,36.234375,212.27026,197.55981,182.32495,48.0931,52.92143,59.08305
008c57ebcf3c4094ab5cd7810f51b7a5,0,1584,1000,1.584,247393,421,36.234375,204.00635,190.78027,171.55347,44.115578,43.92573,41.48194
008d6b42725a46eab20513047b8e3bfc,0,1387,875,1.5851428571428572,234531,421,36.234375,208.8562,197.5227,189.82886,33.666485,32.73765,35.47183
008de27062274cc5896b2569a4684542,0,1000,630,1.5873015873015872,119618,421,36.234375,179.00635,185.41382,185.96704,49.58192,51.204575,51.928818
008ee869e18446d7ab10a80991a6d44a,1,1585,1000,1.585,295124,421,36.234375,216.47632,209.95776,208.51416,38.990078,41.400845,45.427773
008f15627fa146558262bfe645d22a34,1,1387,875,1.5851428571428572,229124,421,36.234375,205.35327,194.1272,186.5813,42.113113,39.771244,40.949684
008f419325e648eab6d60183d344b4d1,1,1387,875,1.5851428571428572,227926,421,36.234375,205.77686,192.83472,184.31006,41.76796,43.146088,46.636623
00909fd17bce4321b65a3ee3bfac4384,0,1585,1000,1.585,292101,421,36.234375,212.83398,207.2002,206.37256,44.06787,44.73294,47.497658
0090c92ef63345f6ba41a03d72476de8,0,1584,1000,1.584,248746,421,36.234375,201.2937,188.30469,169.4226,49.3861,48.482388,45.05903
00918f7b298846f98879208d841614c8,0,1585,1000,1.585,289748,421,36.234375,215.47803,209.92627,209.00415,39.74078,40.497826,43.685738
0092ffad0c9544bfaaae15207e8b68bb,1,1585,1000,1.585,293383,421,36.234375,216.64307,211.20923,210.41089,37.42142,38.52419,41.702583
009320d60f944ebda94e10da5ad1c402,1,1585,1000,1.585,241941,421,36.234375,211.4812,199.58057,189.47803,53.28374,52.06078,48.615345
00940e93f50143b88b76e2075cd57c00,1,1387,875,1.5851428571428572,227336,421,36.234375,207.13916,195.56934,187.80908,36.13497,36.905014,39.93995
00969c710d1b40c8bb7f1dd1f67cd3d5,0,1387,875,1.5851428571428572,234598,421,36.234375,208.67334,197.35815,189.64038,35.290123,34.176086,36.962433
0096dbe3a1754bf385e3a6d0647de065,1,1000,630,1.5873015873015872,110547,421,36.234375,177.77026,183.81079,184.25806,53.115818,55.49091,56.434444
0097dbcf28c34ade929e0e3cdf95c772,0,1387,875,1.5851428571428572,237605,421,36.234375,206.3086,194.92041,187.24243,39.166435,38.570763,40.886814
009a5c116f584206ae9c855e26ed4626,1,1585,1000,1.585,296849,421,36.234375,215.448,209.90405,209.07837,38.492077,39.401592,42.536324
009ac26b932247f6a86c429afd47747f,0,1585,1000,1.585,232901,421,36.234375,210.98071,199.97534,182.08984,50.991344,49.532154,60.10589
009e7fe2a238478ca62bf1aa6263953e,1,1000,630,1.5873015873015872,124032,421,36.234375,182.427,188.53369,188.65918,44.811344,46.787388,48.221485
009ecc97700e4d228f863345ccd12f8a,0,1584,1000,1.584,257192,421,36.234375,199.32446,186.1372,167.85645,49.50898,48.915962,44.685177
009f122a57ef42b18c5b1b0f869fa984,1,1387,875,1.5851428571428572,232965,421,36.234375,206.71606,195.42896,187.78955,40.137302,39.36226,41.0323
009f5a29bf4a4277ba067638793a35d1,1,1000,630,1.5873015873015872,132447,421,36.234375,179.45532,185.44043,185.55957,47.448593,49.573826,51.074986
009ff4450d974f62a38e6ecc7155d463,0,1000,630,1.5873015873015872,126247,421,36.234375,182.10522,187.97363,188.021,44.52692,46.663376,48.32524
00a2beefb5ce430583461355cd6e824e,1,1387,875,1.5851428571428572,235384,421,36.234375,205.87671,195.65063,188.36572,40.86348,38.887516,40.177578
00a2ef9ddc3b4c53971f5d6004728fee,0,1585,1000,1.585,289773,421,36.234375,217.70801,212.2185,211.35596,35.495575,36.52171,39.923656
00a4b58dd27948c69f2acdc55b784a98,0,1584,1000,1.584,254493,421,36.234375,203.53442,190.38647,171.75537,44.035206,44.464024,41.61037
00a7659f7de64221a6103964744070c7,0,1387,875,1.5851428571428572,239067,421,36.234375,203.8606,192.82153,185.30518,43.16152,42.088634,43.390556
00a7d60b75cd44718aa2faf5426377e5,0,1584,1000,1.584,251312,421,36.234375,204.29297,191.40503,173.07178,43.343437,43.268486,40.354904
00a8d6a9dd404a28ad8e3429c7995ad1,1,1584,1000,1.584,250334,421,36.234375,199.63306,186.16455,167.41406,47.387424,46.961796,44.689957
00a8e1b7ee8e47e5bbcc83d1cdcd098e,1,1585,1000,1.585,297943,421,36.234375,215.27808,208.51074,206.9895,39.60428,41.52728,45.471992
00aa1b4f47e44b74a435af4dbb5e0a1e,0,1585,1000,1.585,236510,421,36.234375,207.73218,198.20874,188.12476,54.256268,51.12668,48.214024
00ad4876a5c640aa91c8e860b22e97c1,1,1585,1000,1.585,294600,421,36.234375,214.58301,208.12915,206.9585,42.75912,44.4778,47.811584
00ad7dc6d99c491c8a1a37d3439c839e,1,1585,1000,1.585,233301,421,36.234375,209.27417,197.08887,185.76245,54.845684,54.728207,54.228798
00ae2d6958c94987843f018389f0a880,0,1585,1000,1.585,237369,421,36.234375,210.48169,197.8003,179.99512,50.393772,52.02267,62.884037
00b092797c1044c98261b51b6a483357,0,1584,1000,1.584,254319,421,36.234375,203.03467,189.42822,170.60742,43.184776,43.99798,41.22367
00b28e56c7c7408abe6d66b80dab5314,0,1584,1000,1.584,251288,421,36.234375,200.72607,188.06665,169.40552,48.908527,47.544186,44.06706
00b2a61e547e4d2d97a06099dccd2b55,0,1387,875,1.5851428571428572,239743,421,36.234375,206.53198,194.94019,187.04224,37.802376,37.94149,40.455902
00b6accc0b6647fc9ac9d79ec3f0cee7,0,1585,1000,1.585,236942,421,36.234375,207.41821,198.56201,189.0293,55.50489,50.93433,47.73218
00b8012c5ad0449d90bd0af3cdd3e07e,1,1585,1000,1.585,246079,421,36.234375,210.7749,200.59326,190.16162,54.804005,50.590187,48.505947
00b86b0cfe614be9bfcbe6e8a2a651c9,0,1585,1000,1.585,232307,421,36.234375,208.83887,199.05078,188.15698,52.99337,50.522823,49.162518
00ba2c6929df4ebcb2e2102dfd4e9924,1,1000,630,1.5873015873015872,121579,421,36.234375,181.08057,186.9209,187.38184,46.238426,48.20183,49.32075
00bad555b2ac4b1988d8ce350a371389,1,1000,630,1.5873015873015872,131784,421,36.234375,182.72021,187.01123,186.87744,44.91128,46.299732,47.914303
00bb08d4d8e845a298147d0e8240b746,0,1585,1000,1.585,298220,421,36.234375,215.00146,209.48169,208.63647,38.693134,39.591934,42.68563
00bb87ca6be1433b8a961d7e03fa7e27,0,1000,630,1.5873015873015872,110703,421,36.234375,181.22363,187.3623,187.46875,48.377747,50.036297,51.544044
00bb94adefc44af5835a55ad5d8fcd86,0,1584,1000,1.584,250835,421,36.234375,205.61426,192.48096,173.7334,39.751118,39.926323,38.5035
00bbbbe4cb7a46dab5d98d4a23b4ec5a,0,1387,875,1.5851428571428572,233607,421,36.234375,207.81616,196.26416,188.44678,36.883144,36.40625,39.034477
00bcffe1f7cc4e00910e1de5e8ce0a47,0,1000,630,1.5873015873015872,123485,421,36.234375,179.77344,185.71948,185.90454,47.832424,50.227676,51.58273
00bd39f695c04400949f0badc68b7566,1,1584,1000,1.584,240897,421,36.234375,202.42993,187.66284,168.32617,45.614693,46.50861,44.450474
00be4eb794ba41f2a4f18a85f3412273,0,1000,630,1.5873015873015872,123711,421,36.234375,180.52563,186.54541,186.7539,46.72673,48.846516,50.285458
00bfa2a425c34386be0384ff87f9eb1d,1,1584,1000,1.584,256585,421,36.234375,199.35522,186.18115,167.80737,52.607887,51.013832,46.450943
00c00618f8a04cef95c03f088ed2fcc3,1,1585,1000,1.585,233852,421,36.234375,210.13867,198.66772,187.87134,51.58523,51.267063,50.614574
